,Hotel Name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160
27,Renaissance Newark Airport Hotel,0.0,5.414012738853503,12.818471337579618,-1,13.853503184713375,23.40764331210191,-1.0,30.573248407643312,9.872611464968154,16.24203821656051,-1.0,-1,-1.0,-1.0,-1.0,33.75796178343949,9.872611464968154,17.8343949044586,-1.0,-1,-1.0,-1.0,-1.0,-1,31.369426751592357,-1.0,20.222929936305732,-1,-1.0,-1.0,-1.0,33.75796178343949,-1,22.611464968152866,-1.0,11.464968152866243,-1,24.203821656050955,-1.0,14.64968152866242,-1,23.40764331210191,4.777070063694268,0.7165605095541402,-1,22.611464968152866,-1.0,8.280254777070063,-1,21.81528662420382,-1.0,9.872611464968154,7.484076433121019,13.853503184713375,21.019108280254777,-1,-1.0,4.060509554140127,12.181528662420382,-1,9.076433121019107,14.64968152866242,-1.0,32.1656050955414,-1,19.426751592356688,25.796178343949045,36.146496815286625,32.1656050955414,-1.0,16.24203821656051,-1,-1,21.81528662420382,39.3312101910828,13.05732484076433,-1,-1,-1,-1,9.076433121019107,15.445859872611464,-1.0,-1,29.777070063694268,21.019108280254777,17.038216560509554,-1,-1.0,13.853503184713375,20.222929936305732,-1,-1,-1.0,-1.0,10.668789808917198,-1.0,23.40764331210191,-1,-1,-1,24.203821656050955,-1.0,9.076433121019107,29.777070063694268,20.222929936305732,4.219745222929936,1.1146496815286624,28.18471337579618,-1.0,13.05732484076433,-1,27.388535031847134,-1.0,14.64968152866242,-1,28.18471337579618,32.1656050955414,24.203821656050955,-1,28.18471337579618,-1.0,13.853503184713375,-1,32.1656050955414,-1.0,17.038216560509554,-1,20.222929936305732,-1.0,-1.0,-1,30.573248407643312,28.980891719745223,-1,-1,31.369426751592357,-1.0,15.445859872611464,-1,-1,25.0,-1.0,9.076433121019107,-1,20.222929936305732,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1
28,Hampton Inn New York - 35th Street - Empire State Building,-1.0,17.161410018552875,-1.0,9.879406307977737,-1.0,32.23562152133581,34.137291280148425,33.99814471243043,13.821892393320963,14.239332096474955,15.584415584415584,16.883116883116884,-1.0,-1.0,21.1038961038961,-1,34.74025974025974,36.96660482374768,36.96660482374768,44.89795918367347,40.72356215213358,41.60482374768089,37.66233766233766,39.10018552875696,20.77922077922078,19.341372912801486,14.239332096474955,13.358070500927644,-1.0,15.306122448979592,15.306122448979592,-1,23.283858998144712,20.0834879406308,15.398886827458256,10.296846011131725,-1,-1.0,-1.0,-1.0,15.120593692022263,15.955473098330241,3.7569573283859,10.85343228200371,-1,14.100185528756956,18.367346938775512,-1.0,-1,-1.0,-1.0,-1.0,26.25231910946197,-1.0,-1.0,24.489795918367346,7.235621521335807,5.426716141001855,14.37847866419295,17.67161410018553,-1.0,-1.0,-1.0,7.096474953617811,-1,20.500927643784784,-1.0,-1.0,14.656771799628942,14.14656771799629,14.14656771799629,6.8645640074211505,31.2152133580705,33.99814471243043,-1.0,-1.0,-1,2.922077922077922,3.1076066790352503,0.0,-1.0,40.58441558441558,38.5899814471243,-1,32.6530612244898,24.397031539888683,22.727272727272727,26.205936920222634,47.44897959183674,-1.0,60.43599257884972,-1,-1,-1.0,-1.0,-1.0,-1.0,26.02040816326531,20.732838589981448,21.521335807050093,-1,-1.0,-1.0,39.10018552875696,-1.0,8.85899814471243,6.63265306122449,12.198515769944342,-1.0,39.10018552875696,28.432282003710576,33.534322820037104,-1.0,34.601113172541744,35.43599257884972,-1,29.545454545454547,25.556586270871982,22.12430426716141,21.243042671614102,-1.0,11.131725417439704,5.241187384044527,6.493506493506493,-1.0,-1.0,-1,-1,56.21521335807051,55.14842300556586,57.37476808905381,49.814471243042675,-1.0,17.76437847866419,-1,-1,-1,8.302411873840446,-1,-1,-1,-1.0,4.777365491651206,-1.0,47.30983302411874,37.80148423005566,42.2077922077922,41.790352504638214,-1,21.057513914656774,22.4025974025974,-1.0,-1,15.769944341372913,15.769944341372913,13.26530612244898,13.49721706864564,-1,11.03896103896104,10.621521335807051
29,The Lexington New York City Autograph Collection,20.210409745293468,27.242524916943523,-1.0,-1,28.792912513842744,32.281284606866,43.02325581395349,50.22148394241418,29.2358803986711,36.21262458471761,-1.0,-1,-1.0,-1.0,-1.0,-1,26.46733111849391,28.68217054263566,34.21926910299003,-1,39.25802879291251,46.23477297895903,-1.0,-1,-1.0,36.93244739756368,35.49280177187154,-1,-1.0,-1.0,-1.0,-1,22.591362126245848,22.48062015503876,20.26578073089701,21.373200442967885,44.07530454042082,41.029900332225914,29.568106312292358,31.67220376522702,-1,-1.0,-1.0,20.210409745293468,41.140642303433,35.880398671096344,26.910299003322258,29.29125138427464,44.40753045404208,29.789590254706532,35.76965669988926,36.60022148394241,37.48615725359911,39.70099667774086,44.13067552602436,43.85382059800664,-1.0,-1.0,-1.0,-1,10.188261351052049,11.84939091915836,4.374307862679956,6.0908084163898115,-1,35.65891472868217,-1.0,-1.0,-1.0,-1.0,27.18715393133998,-1,-1,27.297895902547065,22.812846068660022,23.421926910299003,-1,-1,-1,-1,59.19158361018826,-1.0,-1.0,56.866002214839426,38.81506090808416,34.38538205980066,41.47286821705426,-1,50.498338870431894,52.76854928017719,57.25359911406424,56.25692137320044,-1,-1.0,46.179401993355484,48.06201550387597,46.51162790697674,35.21594684385382,33.111849390919154,-1,-1,-1.0,36.544850498338874,37.098560354374314,-1.0,0.0,11.295681063122924,13.178294573643413,-1.0,41.029900332225914,37.87375415282392,-1,-1.0,50.22148394241418,32.55813953488372,-1,-1.0,32.00442967884828,30.398671096345513,-1,-1.0,20.87486157253599,13.344407530454042,20.59800664451827,-1.0,-1.0,-1,-1,48.72646733111849,-1.0,-1.0,58.63787375415283,-1.0,-1.0,-1,-1,-1,16.168327796234774,14.950166112956811,-1,-1,-1.0,7.807308970099667,7.142857142857142,-1,40.53156146179402,45.23809523809524,-1.0,-1,41.41749723145072,49.16943521594684,-1.0,-1,-1.0,-1.0,-1.0,2.3255813953488373,4.4296788482834994,17.552602436323365,-1
30,The Roosevelt Hotel New York City,15.168539325842698,14.04494382022472,16.853932584269664,17.790262172284642,38.38951310861423,32.77153558052434,32.77153558052434,31.835205992509362,38.38951310861423,31.179775280898873,49.62546816479401,17.790262172284642,16.853932584269664,7.490636704119851,9.363295880149813,10.299625468164795,36.51685393258427,30.89887640449438,34.644194756554306,39.325842696629216,39.325842696629216,41.29213483146067,41.19850187265918,41.19850187265918,-1.0,-1.0,-1,-1,10.299625468164795,-1.0,-1.0,10.299625468164795,19.382022471910112,20.224719101123593,16.853932584269664,21.910112359550563,26.96629213483146,31.835205992509362,30.89887640449438,33.70786516853933,10.299625468164795,10.299625468164795,7.490636704119851,-1.0,45.88014981273408,42.13483146067416,18.726591760299627,49.62546816479401,26.12359550561798,29.49438202247191,28.651685393258425,30.337078651685395,39.325842696629216,-1.0,-1.0,-1,15.917602996254681,15.917602996254681,14.981273408239701,17.790262172284642,12.172284644194757,8.426966292134832,9.363295880149813,10.299625468164795,-1,19.662921348314608,21.06741573033708,21.910112359550563,9.269662921348315,12.172284644194757,9.363295880149813,14.981273408239701,29.026217228464418,29.026217228464418,24.344569288389515,66.47940074906367,0.0,13.108614232209737,0.9363295880149813,13.108614232209737,47.752808988764045,-1.0,-1.0,35.580524344569284,-1.0,31.179775280898873,33.70786516853933,-1,-1.0,52.43445692883895,56.17977528089888,62.734082397003746,28.08988764044944,29.026217228464418,26.217228464419474,46.81647940074906,29.026217228464418,-1.0,-1,28.08988764044944,28.08988764044944,29.026217228464418,34.644194756554306,34.644194756554306,14.981273408239701,-1.0,10.299625468164795,-1.0,-1.0,34.644194756554306,44.00749063670412,-1,23.40823970037453,11.235955056179774,46.81647940074906,-1,38.38951310861423,29.026217228464418,43.82022471910113,38.38951310861423,24.344569288389515,22.47191011235955,22.47191011235955,-1,62.734082397003746,30.89887640449438,49.62546816479401,-1,-1.0,48.68913857677903,52.43445692883895,52.43445692883895,31.835205992509362,32.77153558052434,-1,-1,-1,-1.0,-1,-1,8.426966292134832,7.490636704119851,7.490636704119851,-1.0,40.262172284644194,33.70786516853933,37.453183520599254,52.24719101123596,23.40823970037453,33.70786516853933,24.344569288389515,33.70786516853933,-1,-1.0,-1.0,-1.0,14.04494382022472,14.981273408239701,16.853932584269664,17.790262172284642
31,Hilton Garden Inn New York Midtown Park Ave,15.938069216757741,19.94535519125683,-1.0,-1,47.35883424408014,36.42987249544626,37.7959927140255,36.42987249544626,25.500910746812387,28.233151183970858,22.449908925318763,26.183970856102,13.069216757741348,11.475409836065573,14.571948998178508,11.475409836065573,29.59927140255009,32.33151183970856,37.7959927140255,30.965391621129324,33.60655737704918,37.7959927140255,34.881602914389795,36.38433515482696,22.768670309653917,20.491803278688526,18.670309653916213,17.304189435336976,10.4735883424408,11.839708561020036,14.571948998178508,17.304189435336976,-1,-1.0,-1.0,-1.0,-1,-1.0,28.142076502732237,49.18032786885246,-1,-1.0,-1.0,-1.0,-1,27.094717668488162,28.324225865209474,19.12568306010929,-1,24.134790528233154,21.402550091074684,21.402550091074684,27.641165755919854,27.231329690346083,32.46812386156648,-1,18.670309653916213,15.938069216757741,-1.0,14.571948998178508,7.14936247723133,10.974499089253188,7.103825136612022,11.475409836065573,-1,-1.0,-1.0,-1.0,16.256830601092894,18.21493624772313,21.85792349726776,14.799635701275045,-1,29.553734061930783,24.453551912568305,28.734061930783245,-1,11.839708561020036,5.919854280510018,0.0,-1.0,-1.0,-1.0,-1,29.59927140255009,22.768670309653917,26.86703096539162,30.965391621129324,48.26958105646631,49.635701275045534,57.377049180327866,63.29690346083788,37.7959927140255,36.42987249544626,37.7959927140255,-1.0,31.420765027322407,24.499089253187613,-1,-1,29.59927140255009,26.86703096539162,22.768670309653917,28.734061930783245,7.377049180327869,8.60655737704918,15.391621129326047,19.12568306010929,34.60837887067395,-1.0,30.05464480874317,-1,30.965391621129324,28.233151183970858,28.233151183970858,30.965391621129324,-1.0,-1.0,-1,-1,-1.0,21.85792349726776,17.16757741347905,15.801457194899818,35.65573770491803,32.33151183970856,35.063752276867035,28.688524590163933,-1.0,-1.0,44.626593806921676,43.26047358834244,22.040072859744992,24.134790528233154,24.134790528233154,29.59927140255009,17.395264116575593,9.65391621129326,10.610200364298725,13.524590163934427,-1,5.2367941712204,6.830601092896176,4.052823315118397,-1,39.162112932604735,41.8943533697632,-1.0,-1,-1.0,-1.0,-1.0,-1,10.610200364298725,9.335154826958107,5.510018214936248,-1,20.58287795992714,7.741347905282331,-1
32,McCarren Hotel & Pool,-1.0,-1.0,18.03836633663366,-1,39.573019801980195,41.05816831683168,-1.0,37.65470297029702,21.19430693069307,-1.0,15.439356435643564,-1,24.00990099009901,62.809405940594054,-1.0,-1,-1.0,-1.0,-1.0,17.667079207920793,31.621287128712872,49.81435643564357,43.7190594059406,31.342821782178216,16.181930693069308,20.080445544554458,25.46410891089109,29.548267326732674,-1.0,-1.0,34.18935643564357,-1,-1,17.326732673267326,-1.0,-1.0,31.621287128712872,-1.0,27.53712871287129,31.93069306930693,-1,-1.0,-1.0,-1.0,36.633663366336634,26.051980198019802,29.57920792079208,-1.0,16.55321782178218,19.090346534653467,16.33663366336634,17.82178217821782,-1.0,34.00371287128713,47.648514851485146,33.10643564356436,-1.0,-1.0,-1.0,-1,15.47029702970297,14.882425742574256,17.481435643564357,16.058168316831683,-1,16.924504950495052,-1.0,9.344059405940595,12.438118811881187,-1.0,-1,-1,-1,-1.0,31.342821782178216,32.7970297029703,0.0,2.753712871287129,8.199257425742575,14.913366336633663,18.997524752475247,29.57920792079208,29.57920792079208,-1,-1.0,12.066831683168317,16.33663366336634,-1,65.31559405940595,39.573019801980195,47.277227722772274,38.98514851485149,36.633663366336634,57.79702970297029,34.00371287128713,62.37623762376238,0.2165841584158416,-1.0,-1,-1,33.10643564356436,24.597772277227723,-1.0,-1.0,12.407178217821782,7.827970297029703,13.428217821782178,16.33663366336634,-1.0,31.095297029702973,30.94059405940594,33.415841584158414,54.73391089108911,28.991336633663366,46.96782178217821,49.65965346534654,-1.0,-1.0,-1,-1,8.725247524752474,7.240099009900989,8.849009900990099,10.36509900990099,21.03960396039604,33.415841584158414,-1,-1,41.76980198019802,46.93688118811881,28.991336633663366,33.972772277227726,12.097772277227723,17.141089108910894,13.211633663366337,27.289603960396043,9.034653465346535,8.694306930693068,11.35519801980198,-1,16.707920792079207,12.80940594059406,11.35519801980198,13.706683168316832,-1,-1.0,-1.0,-1.0,21.19430693069307,16.33663366336634,-1.0,23.205445544554458,23.793316831683168,27.81559405940594,25.711633663366335,-1.0,-1,-1,6.6522277227722775,-1
33,Hyatt Herald Square New York,17.2027972027972,7.972027972027972,10.06993006993007,17.062937062937063,46.99300699300699,37.66899766899767,24.988344988344988,24.055944055944057,25.594405594405593,24.335664335664337,20.326340326340326,21.724941724941722,5.874125874125874,4.941724941724942,-1.0,25.081585081585082,25.501165501165502,25.081585081585082,-1.0,27.17948717948718,29.790209790209794,-1.0,31.888111888111887,30.116550116550115,23.496503496503497,19.207459207459205,18.787878787878785,25.594405594405593,10.06993006993007,16.596736596736598,-1.0,-1,-1,-1.0,-1.0,-1.0,24.335664335664337,23.916083916083917,25.594405594405593,24.335664335664337,14.265734265734265,7.5524475524475525,9.137529137529137,22.19114219114219,30.116550116550115,-1.0,-1.0,-1.0,-1,18.041958041958043,18.041958041958043,17.2027972027972,24.662004662004662,25.501165501165502,30.536130536130536,-1,9.976689976689977,11.655011655011654,11.235431235431236,12.074592074592076,1.1655011655011656,0.0,1.2587412587412588,-1,25.594405594405593,-1.0,18.041958041958043,14.265734265734265,-1.0,13.986013986013987,12.400932400932401,14.731934731934732,26.75990675990676,31.515151515151512,24.988344988344988,24.335664335664337,2.0046620046620047,-1,1.1655011655011656,-1,-1.0,-1.0,-1.0,-1,24.055944055944057,23.123543123543126,24.522144522144522,-1,-1.0,-1.0,55.71095571095571,-1,-1,-1.0,-1.0,46.899766899766895,26.340326340326342,26.340326340326342,25.92074592074592,45.96736596736597,26.75990675990676,27.5990675990676,26.75990675990676,-1.0,4.941724941724942,11.655011655011654,6.340326340326341,-1.0,-1.0,32.634032634032636,31.794871794871792,33.05361305361305,-1.0,-1.0,53.193473193473196,-1,24.055944055944057,24.988344988344988,-1,-1,16.68997668997669,16.13053613053613,16.596736596736598,-1,-1.0,-1.0,-1,-1,42.7972027972028,47.83216783216783,41.95804195804196,42.37762237762237,-1.0,15.011655011655012,24.522144522144522,24.055944055944057,13.053613053613052,8.717948717948717,7.878787878787878,12.867132867132867,14.219114219114218,2.4242424242424243,8.717948717948717,1.1655011655011656,-1,38.08857808857809,49.417249417249415,-1.0,32.30769230769231,-1.0,31.888111888111887,-1.0,-1,-1.0,-1.0,11.421911421911423,-1,4.941724941724942,6.340326340326341,12.074592074592076
34,Cassa Hotel 45th Street,26.121930567315832,12.616426756985605,13.420829805249786,20.533446232006774,34.462320067739206,40.38950042337002,58.46740050804403,44.03048264182896,-1.0,24.89415749364945,39.37341236240474,16.63844199830652,10.330228619813717,12.870448772226926,17.10414902624894,16.257408975444537,34.462320067739206,31.371718882303135,51.82049110922947,48.39119390347164,48.348856900931416,49.44961896697714,53.76799322607959,58.04403048264183,-1.0,9.695173581710414,-1,-1,15.834038950042336,18.374259102455547,23.454699407281964,24.72480948348857,13.632514817950888,42.464013547840814,20.660457239627434,41.32091447925487,41.70194750211685,42.464013547840814,29.508890770533448,-1.0,9.779847586790854,8.890770533446233,12.997459779847587,-1.0,-1,36.15580016934801,36.15580016934801,41.23624047417443,14.690939881456394,-1.0,40.51651143099069,-1.0,-1.0,-1.0,39.542760372565624,42.08298052497883,12.066045723962743,1.1854360711261642,2.75190516511431,22.988992379339543,7.790008467400508,12.023708721422523,8.63674851820491,20.067739204064353,-1,26.926333615580017,2.3285351397121086,-1.0,12.066045723962743,9.737510584250634,22.269263336155802,-1,32.7688399661304,38.187976291278574,38.56900931414056,45.1735817104149,0.0,4.276037256562235,5.4614733276884,-1,-1.0,-1.0,-1.0,-1,-1.0,34.589331075359866,-1,-1,-1.0,42.929720575783236,44.62320067739204,44.62320067739204,33.6155800169348,29.805249788314985,36.15580016934801,59.017781541066896,13.632514817950888,-1.0,-1,-1,-1,48.010160880609654,41.23624047417443,51.397121083827265,27.47671464860288,9.060118543607112,8.63674851820491,-1.0,40.81287044877222,34.885690093141406,-1,-1,-1.0,28.535139712108382,-1.0,-1,-1.0,19.009314140558846,-1,-1,21.76121930567316,16.68077900084674,-1,-1,-1.0,31.922099915325997,40.77053344623201,48.010160880609654,-1.0,59.271803556308214,53.51397121083827,59.271803556308214,10.541913632514818,26.926333615580017,-1,-1,-1,5.249788314987299,14.987298899237933,-1,8.21337849280271,-1.0,5.249788314987299,4.8264182895850976,-1,30.228619813717188,39.11939034716342,-1.0,-1,37.933954276037255,8.975444538526672,42.08298052497883,11.600338696020323,28.958509737510585,14.987298899237933,20.067739204064353,13.717188823031329,14.563928873835733,14.140558848433532,17.950889077053343
35,Martha Washington,-1.0,22.617124394184167,-1.0,-1,31.098546042003232,34.32956381260097,40.79159935379645,63.004846526655896,25.88852988691438,31.502423263327948,36.75282714054927,38.77221324717286,21.486268174474958,16.720516962843295,18.25525040387722,-1,30.290791599353796,25.44426494345719,35.94507269789984,35.54119547657512,35.137318255250406,30.290791599353796,37.56058158319871,38.77221324717286,-1.0,-1.0,-1,-1,37.47980613893376,34.65266558966074,42.5686591276252,42.043618739903074,22.294022617124394,22.617124394184167,29.483037156704363,-1.0,27.867528271405494,50.48465266558966,27.059773828756057,-1.0,21.809369951534734,-1.0,-1.0,-1.0,40.38772213247172,50.48465266558966,48.46526655896607,58.56219709208401,21.001615508885298,-1.0,27.059773828756057,-1.0,63.40872374798061,45.63812600969305,54.119547657512115,55.33117932148627,15.024232633279484,16.195476575121162,-1.0,21.163166397415186,-1.0,-1.0,-1.0,-1,-1,26.65589660743134,29.483037156704363,-1.0,-1.0,-1.0,-1,-1,21.405492730210014,32.7140549273021,35.94507269789984,-1.0,0.0,0.6058158319870759,-1,-1,-1.0,47.253634894991926,55.73505654281099,55.33117932148627,-1.0,-1.0,-1,-1,71.48626817447496,54.523424878836835,57.35056542810986,55.33117932148627,22.980613893376415,28.75605815831987,33.80452342487884,67.44749596122779,25.88852988691438,21.001615508885298,29.604200323101775,31.865912762520193,35.137318255250406,22.617124394184167,39.17609046849758,17.77059773828756,-1.0,17.528271405492728,27.059773828756057,-1.0,-1.0,34.32956381260097,-1,-1,-1.0,33.117932148626814,-1.0,-1,-1.0,21.001615508885298,-1,-1,-1.0,-1.0,29.483037156704363,43.61873990306947,-1.0,29.079159935379646,-1,-1,57.35056542810986,52.10016155088854,63.40872374798061,63.40872374798061,20.153473344103393,30.290791599353796,27.867528271405494,32.31017770597738,-1,-1.0,-1,-1,-1,-1.0,-1.0,-1.0,-1,35.137318255250406,30.290791599353796,36.75282714054927,-1,26.252019386106625,36.75282714054927,47.253634894991926,27.423263327948305,-1.0,30.492730210016155,-1.0,-1,-1,-1,-1
36,W New York Times Square,13.4029590948651,16.57963446475196,12.445604873803308,21.061792863359443,-1.0,35.552654482158395,38.94691035683203,42.384682332463015,23.063533507397736,20.496083550913838,23.368146214099216,26.109660574412537,13.4029590948651,7.6153176675369885,9.965187119234116,23.063533507397736,-1.0,-1.0,49.78241949521323,28.285465622280242,34.029590948651,35.33507397737163,37.77197563098346,42.993907745865975,24.107919930374237,19.756309834638817,18.84247171453438,15.491731940818102,16.362053959965188,17.75456919060052,14.31679721496954,20.539599651871193,14.099216710182768,13.79460400348129,15.230635335073977,16.666666666666664,29.765013054830288,29.460400348128807,30.417754569190603,32.9852045256745,-1,7.6153176675369885,12.010443864229766,13.228894691035684,-1,-1.0,-1.0,-1.0,41.20974760661445,21.366405570060923,22.323759791122715,25.23933855526545,35.77023498694517,-1.0,34.68233246301131,40.992167101827675,9.051348999129678,11.96692776327241,14.403829416884248,18.88598781549173,1.8276762402088773,1.1749347258485638,5.526544821583986,-1,-1,21.97563098346388,25.06527415143603,27.8503046127067,-1.0,17.275892080069628,16.57963446475196,13.4029590948651,-1,-1.0,-1.0,-1.0,4.351610095735422,4.308093994778068,2.175805047867711,0.0,32.550043516100956,35.37859007832898,38.07658833768494,42.384682332463015,-1.0,-1.0,-1,-1,43.385552654482154,-1.0,41.64490861618799,41.86248912097476,36.161879895561356,34.24717145343777,-1.0,41.29677980852915,-1.0,-1.0,-1,-1,37.24978241949521,41.12271540469974,-1.0,26.89295039164491,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0,29.112271540469976,26.45778938207137,-1.0,35.552654482158395,-1,-1.0,-1.0,-1,-1,42.81984334203655,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,27.284595300261095,26.327241079199304,23.02001740644038,30.287206266318538,6.614447345517842,-1.0,-1,-1,-1,3.0026109660574414,14.099216710182768,13.577023498694519,-1,-1.0,-1.0,-1.0,-1,28.93820713664056,28.590078328981722,32.201914708442125,-1,10.182767624020887,9.48651000870322,22.28024369016536,6.353350739773717,7.354221061792863,9.051348999129678,32.02785030461271
37,Hyatt Place New York Midtown South,11.611030478955007,5.805515239477503,10.643444605708757,5.805515239477503,-1.0,-1.0,-1.0,-1,16.44895984518626,16.01354620222545,18.19061441702951,20.803096274794388,-1.0,-1.0,-1.0,-1,28.64054184808902,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,16.884373488147073,16.01354620222545,-1,-1.0,-1.0,-1.0,-1,-1,-1.0,20.803096274794388,-1.0,-1,33.43009192065796,27.334300919206576,-1.0,-1,7.305273343009191,20.367682631833574,-1.0,-1,-1.0,-1.0,32.46250604741171,-1,-1.0,31.93033381712627,-1.0,-1.0,-1.0,31.107885824866955,-1,-1.0,5.128205128205128,7.305273343009191,-1,-1.0,-1.0,-1.0,-1,22.73826802128689,22.73826802128689,22.73826802128689,20.319303338171263,-1.0,12.578616352201259,-1,-1,-1,-1.0,35.703918722786646,-1.0,-1,11.65940977261732,0.9675858732462507,-1,-1.0,-1.0,-1.0,43.97677793904209,-1.0,20.803096274794388,33.43009192065796,-1,-1.0,40.73536526366715,42.573778422835026,43.97677793904209,-1,-1.0,-1.0,-1.0,-1.0,33.43009192065796,33.43009192065796,-1,-1,-1.0,-1.0,-1.0,4.6927914852443156,7.740686985970005,8.176100628930817,4.6927914852443156,-1.0,-1.0,-1,-1,36.62312530237058,35.55878084179971,-1.0,36.62312530237058,-1.0,22.73826802128689,20.803096274794388,-1,27.334300919206576,18.19061441702951,16.44895984518626,16.44895984518626,29.027576197387518,27.576197387518143,-1,27.576197387518143,-1.0,-1.0,-1.0,60.03870343492985,27.334300919206576,27.334300919206576,-1,27.334300919206576,-1,-1.0,0.9675858732462507,0.0,-1,-1.0,-1.0,-1.0,-1,29.511369134010646,-1.0,-1.0,-1,32.12385099177552,31.68843734881471,-1.0,-1,-1.0,-1.0,-1.0,8.22447992259313,8.22447992259313,12.578616352201259,11.611030478955007
38,DoubleTree by Hilton Hotel Newark Airport,-1.0,-1.0,-1.0,-1,-1.0,12.64274061990212,14.274061990212072,-1,-1.0,-1.0,-1.0,-1,14.274061990212072,5.30179445350734,11.01141924959217,-1,15.089722675367048,16.721044045676997,23.246329526916803,-1,-1.0,19.9836867862969,23.246329526916803,22.43066884176183,-1.0,16.721044045676997,14.274061990212072,15.089722675367048,14.274061990212072,7.748776508972267,11.01141924959217,-1,15.089722675367048,11.01141924959217,14.274061990212072,11.827079934747145,15.905383360522023,18.35236541598695,21.61500815660685,-1.0,-1,-1.0,-1.0,16.721044045676997,45.26916802610114,19.9836867862969,23.246329526916803,52.61011419249593,13.458401305057096,13.458401305057096,13.458401305057096,15.089722675367048,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,17.53670473083197,-1,11.827079934747145,14.274061990212072,-1.0,-1.0,-1,1.468189233278956,0.0,-1,32.21859706362154,18.35236541598695,20.799347471451878,-1,-1.0,-1.0,-1,-1,20.799347471451878,9.38009787928222,13.458401305057096,-1,4.486133768352365,7.748776508972267,-1.0,-1.0,-1.0,-1.0,-1,-1,15.905383360522023,18.35236541598695,31.402936378466556,-1.0,-1.0,-1.0,-1.0,-1.0,6.933115823817292,21.61500815660685,28.95595432300163,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,19.168026101141926,16.721044045676997,14.274061990212072,-1,-1,-1.0,-1,-1,3.6704730831973897,6.117455138662317,-1.0,-1.0,-1,16.721044045676997,20.799347471451878,-1.0,-1,-1.0,-1.0,-1.0,3.6704730831973897,6.117455138662317,-1.0,-1.0,-1,-1,-1,-1
39,Hampton Inn Manhattan United Nations,11.788802913063268,20.48247610377788,17.29631315430132,14.565316340464268,27.765134274010013,20.027309968138372,24.578971324533455,24.578971324533455,17.75147928994083,19.572143832498863,21.847974510696407,-1,14.292216659080564,14.292216659080564,13.837050523441055,22.530723714155666,30.040964952207556,28.67546654528903,30.040964952207556,31.86162949476559,33.68229403732362,41.87528447883477,48.7027765134274,35.04779244424215,27.765134274010013,18.206645425580337,19.572143832498863,20.436959490213926,8.64815657715066,10.013654984069186,11.37915339098771,38.051888939462906,-1,18.661811561219846,20.027309968138372,16.385980883022302,-1,-1.0,32.4988620846609,34.13746017296313,-1,-1.0,15.111515703231678,13.654984069185252,35.50295857988166,32.316795630405096,29.130632680928535,22.348657259899863,26.854802002731,34.59262630860264,31.40646335912608,23.21347291761493,53.66408739189804,51.4792899408284,58.397815202548934,-1,-1.0,-1.0,-1.0,-1,8.192990441511151,12.744651797906236,14.701866181156124,17.29631315430132,22.303140646335912,29.585798816568047,31.40646335912608,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,35.50295857988166,-1.0,0.0,0.0,12.562585343650431,14.110150204824762,-1.0,-1.0,65.58944014565317,-1,30.951297223486574,31.86162949476559,23.668639053254438,26.399635867091487,-1.0,-1.0,-1.0,-1,40.373236231224396,30.54164770141102,24.80655439235321,25.216203914428764,36.77742375967228,29.7223486572599,38.09740555302685,42.74010013654984,-1,35.958124715521166,24.578971324533455,18.661811561219846,21.6659080564406,-1.0,19.93627674101047,14.01911697769686,37.32362312243969,34.13746017296313,25.216203914428764,-1,38.32498862084661,24.80655439235321,25.625853436504325,35.4574419663177,40.509786071916245,45.06144742831133,47.337278106508876,56.89576695493855,-1.0,-1.0,22.894856622667273,-1,38.2339553937187,34.59262630860264,22.75830678197542,45.06144742831133,56.89576695493855,60.08192990441511,-1.0,-1,32.316795630405096,31.86162949476559,-1,-1,-1,-1.0,-1,-1,-1,-1.0,14.929449248975876,-1.0,48.7027765134274,42.33045061447429,48.24761037778789,-1.0,-1,-1.0,30.49613108784706,-1.0,-1,11.37915339098771,28.903049613108784,9.69503868912153,15.157032316795629,17.75147928994083,19.025944469731453,-1
